Statute,Document Link,state
"Title 30-A, §4994: Heating oil price increases",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4994.html,Maine
"Title 5, §1742: Powers and duties",https://legislature.maine.gov/legis/statutes/5/title5sec1742.html,Maine
"Title 10, §9202: Northern Maine Transmission Corporation established",https://legislature.maine.gov/legis/statutes/10/title10sec9202.html,Maine
"Title 25, §2450-A: Surcharge on plan review fee for Uniform Building Codes and Standards Fund",https://legislature.maine.gov/legis/statutes/25/title25sec2450-A.html,Maine
"Title 12, §12907: Commercial whitewater outfitters; license and requirements",https://legislature.maine.gov/legis/statutes/12/title12sec12907.html,Maine
"Title 35-A, §3403: Specific measures to support wind energy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3403.html,Maine
"Title 35-A, §10105: Powers, duties and limitations",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10105.html,Maine
"Title 38, §635-B: Procedures for water quality certification",https://legislature.maine.gov/legis/statutes/38/title38sec635-B.html,Maine
"Title 36, §2021: Refund of sales and use tax on purchases of battery energy storage systems",https://legislature.maine.gov/legis/statutes/36/title36sec2021.html,Maine
"Title 35-A, §3409: Offshore wind power transmission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3409.html,Maine
"Title 35-A, §3474: Determination of public policy; state solar energy generation goals",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3474.html,Maine
"Title 30-A, §5401: Definitions",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec5401.html,Maine
"Title 10, §9722: Technical Building Codes and Standards Board",https://legislature.maine.gov/legis/statutes/10/title10sec9722.html,Maine
"Title 35-A, §3471: Short title",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3471.html,Maine
"Title 25, §2351-A: Building official; compensation; deputy",https://legislature.maine.gov/legis/statutes/25/title25sec2351-A.html,Maine
"Title 38, §1302: Declaration of policy",https://legislature.maine.gov/legis/statutes/38/title38sec1302.html,Maine
"Title 30-A, Chapter 187: PLANNING AND LAND USE REGULATION",https://legislature.maine.gov/legis/statutes/30-A/title30-Ach187sec0.html,Maine
"Title 35-A, §3454: Determination of tangible benefits; requirements",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3454.html,Maine
"Title 36, §4641-B: Collection",https://legislature.maine.gov/legis/statutes/36/title36sec4641-B.html,Maine
"Title 22, §670: Review of oversight activities and funding; report",https://legislature.maine.gov/legis/statutes/22/title22sec670.html,Maine
"Title 30, Chapter 229: PARKS, TREES AND PLAYGROUNDS",https://legislature.maine.gov/legis/statutes/30/title30ch229sec0.html,Maine
"Title 35-A, §3211-B: Additional energy conservation programs",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3211-B.html,Maine
"Title 30-A, §4864: Bonds",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4864.html,Maine
"Title 30-A, §6006-F: School Revolving Renovation Fund",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec6006-F.html,Maine
"Title 35-A, Chapter 34: THE MAINE WIND ENERGY ACT",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach34sec0.html,Maine
"Title 35-A, §4401: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4401.html,Maine
"Title 35-A, §3453-A: Removal from the expedited permitting area",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3453-A.html,Maine
"Title 35-A, §3154: The Public Utilities Commission to require the necessary improvements",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3154.html,Maine
"Title 5, §3109: Community Resilience Partnership Program",https://legislature.maine.gov/legis/statutes/5/title5sec3109.html,Maine
"Title 32, §8006: Renewals",https://legislature.maine.gov/legis/statutes/32/title32sec8006.html,Maine
"Title 20-A, §15908: Design limits",https://legislature.maine.gov/legis/statutes/20-A/title20-Asec15908.html,Maine
"Title 23, §73: Transportation policy",https://legislature.maine.gov/legis/statutes/23/title23sec73.html,Maine
"Title 35-A, §3351: Microgrids",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3351.html,Maine
"Title 35-A, §3209-B: Commercial and institutional net energy billing",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3209-B.html,Maine
"Title 38, §580-B: Cap-and-trade program established",https://legislature.maine.gov/legis/statutes/38/title38sec580-B.html,Maine
"Title 35-A, §3210-F: Allocation of costs and benefits of long-term energy contracts",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3210-F.html,Maine
Title 10: COMMERCE AND TRADE,https://legislature.maine.gov/legis/statutes/10/title10ch0sec0.html,Maine
"Title 5, §5002: Policy and purpose",https://legislature.maine.gov/legis/statutes/5/title5sec5002.html,Maine
"Title 35-A, Chapter 38: BENEFICIAL ELECTRIFICATION POLICY ACT",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach38sec0.html,Maine
"Title 35-A, §3148: Periodic review of grid-enhancing technology",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3148.html,Maine
"Title 35-A, §3133-A: Significant agreements and contracts relating to transmission capacity prohibited without prior order of the commission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3133-A.html,Maine
"Title 38, §482: Definitions",https://legislature.maine.gov/legis/statutes/38/title38sec482.html,Maine
"Title 35-A, §3211-C: Solar and wind energy rebate program; fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3211-C.html,Maine
"Title 32, §8005: Penalty provisions",https://legislature.maine.gov/legis/statutes/32/title32sec8005.html,Maine
"Title 35-A, §3138: Joint ownership of facility; waiver of right to partition",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3138.html,Maine
"Title 35-A, §10129: Maine Clean Energy and Sustainability Accelerator",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10129.html,Maine
"Title 38, §1310-V: Moratorium",https://legislature.maine.gov/legis/statutes/38/title38sec1310-V.html,Maine
"Title 10, §1492: Definitions",https://legislature.maine.gov/legis/statutes/10/title10sec1492.html,Maine
"Title 35-A, §3472: Legislative findings",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3472.html,Maine
"Title 5, §13084: Energy conservation programs",https://legislature.maine.gov/legis/statutes/5/title5sec13084.html,Maine
"Title 35-A, §1908: Exemption from Chief Procurement Officer rules",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1908.html,Maine
"Title 35-A, §3452: Determination of effect on scenic character and related existing uses",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3452.html,Maine
"Title 35-A, §3302: Purpose",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3302.html,Maine
"Title 10, §171: Purpose",https://legislature.maine.gov/legis/statutes/10/title10sec171.html,Maine
"Title 35-A, §1702: Duties",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1702.html,Maine
"Title 30-A, §5957: Allocation of state ceiling; recovery zone economic development bonds; qualified energy conservation bonds",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec5957.html,Maine
"Title 35-A, §3457: Rulemaking; scenic viewpoint; scenic inventory",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3457.html,Maine
"Title 35-A, §10208: Rulemaking",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10208.html,Maine
"Title 35-A, §4402: Program established",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4402.html,Maine
"Title 30-A, §4851: Legislative findings and determinations",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4851.html,Maine
"Title 36, §691: Definitions; exemption limitations",https://legislature.maine.gov/legis/statutes/36/title36sec691.html,Maine
"Title 10, §51: Declaration of policy",https://legislature.maine.gov/legis/statutes/10/title10sec51.html,Maine
"Title 35-A, §3492: Prohibition",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3492.html,Maine
"Title 38, §634: Permit requirements",https://legislature.maine.gov/legis/statutes/38/title38sec634.html,Maine
"Title 5, §1766: Use of biomass and solid waste fuels in state facilities",https://legislature.maine.gov/legis/statutes/5/title5sec1766.html,Maine
"Title 35-A, §3132: Construction of transmission lines prohibited without prior order of the commission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3132.html,Maine
"Title 38, Chapter 3: PROTECTION AND IMPROVEMENT OF WATERS",https://legislature.maine.gov/legis/statutes/38/title38ch3sec0.html,Maine
"Title 35-A, §3498: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3498-2.html,Maine
"Title 35-A, §10118: Public information and outreach",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10118.html,Maine
"Title 35-A, §3481: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3481.html,Maine
"Title 5, §3102: Office established; purpose",https://legislature.maine.gov/legis/statutes/5/title5sec3102.html,Maine
"Title 12, Chapter 220: BUREAU OF PARKS AND PUBLIC LANDS",https://legislature.maine.gov/legis/statutes/12/title12ch220sec0.html,Maine
"Title 38, §344: Processing of applications",https://legislature.maine.gov/legis/statutes/38/title38sec344.html,Maine
"Title 5, §5010: Definitions; reporting of petroleum inventories and deliveries",https://legislature.maine.gov/legis/statutes/5/title5sec5010.html,Maine
"Title 36, §2902: Definitions",https://legislature.maine.gov/legis/statutes/36/title36sec2902.html,Maine
"Title 35-A, §10203: Commercial PACE programs",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10203.html,Maine
"Title 35-A, §3209-D: Distributed generation procurement",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3209-D.html,Maine
"Title 35-A, §10005: Energy Conservation Small Business Revolving Loan Program; Energy Conservation Small Business Revolving Loan Fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10005.html,Maine
"Title 5, §7507: Maine Climate Corps Program",https://legislature.maine.gov/legis/statutes/5/title5sec7507.html,Maine
"Title 35-A, §3624: Long-term contracts for combined heat and power",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3624.html,Maine
"Title 32, §8024: Fees",https://legislature.maine.gov/legis/statutes/32/title32sec8024.html,Maine
"Title 38, §3201: Definitions",https://legislature.maine.gov/legis/statutes/38/title38sec3201.html,Maine
"Title 38, Chapter 5: GENERAL PROVISIONS RELATING TO RIVERS AND STREAMS",https://legislature.maine.gov/legis/statutes/38/title38ch5sec0.html,Maine
"Title 2, Chapter 1: GOVERNOR",https://legislature.maine.gov/legis/statutes/2/title2ch1sec0.html,Maine
"Title 38, §410-G: Report required",https://legislature.maine.gov/legis/statutes/38/title38sec410-G.html,Maine
"Title 35-A, §3772: Jurisdiction of Public Utilities Commission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3772.html,Maine
"Title 20-A, §10203: Authority",https://legislature.maine.gov/legis/statutes/20-A/title20-Asec10203.html,Maine
"Title 30-A, §4861: Definitions",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4861.html,Maine
"Title 38, §1035: Legislative amendment of charters",https://legislature.maine.gov/legis/statutes/38/title38sec1035.html,Maine
"Title 5, §3327: Energy Resources Council",https://legislature.maine.gov/legis/statutes/5/title5sec3327.html,Maine
"Title 35-A, §3308: Energy and capacity purchases from small power producers and cogenerators by transmission and distribution utilities affected by the filing of a petition in bankruptcy or for reorganization",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3308.html,Maine
"Title 10, Chapter 1001: ENERGY TESTING LABORATORY OF MAINE",https://legislature.maine.gov/legis/statutes/10/title10ch1001sec0.html,Maine
"Title 12, §8906: Other authority",https://legislature.maine.gov/legis/statutes/12/title12sec8906.html,Maine
"Title 35-A, §3804: Commission advancement of clean energy and beneficial electrification",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3804.html,Maine
"Title 30, §5628: Conservation and energy commissions",https://legislature.maine.gov/legis/statutes/30/title30sec5628.html,Maine
"Title 38, §480-E-1: Delegation of permit-granting authority to Maine Land Use Planning Commission",https://legislature.maine.gov/legis/statutes/38/title38sec480-E-1.html,Maine
"Title 35-A, §3137: Area within which domestic transmission and distribution utility may transmit electricity; taxation by other states",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3137.html,Maine
"Title 5, §1764: Life-cycle costs",https://legislature.maine.gov/legis/statutes/5/title5sec1764.html,Maine
"Title 35-A, §3459: Best practical mitigation",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3459.html,Maine
"Title 35-A, §307: Changes in schedules; notice; suspension; rate increase limit",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec307.html,Maine
"Title 5, §17001: Definitions",https://legislature.maine.gov/legis/statutes/5/title5sec17001-2.html,Maine
"Title 35-A, §4132: General powers and duties",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4132.html,Maine
"Title 38, §1471: Purpose",https://legislature.maine.gov/legis/statutes/38/title38sec1471.html,Maine
"Title 35-A, §1902: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1902.html,Maine
"Title 10, Chapter 221: WARRANTIES FOR SALE AND INSTALLATION OF SOLAR ENERGY EQUIPMENT",https://legislature.maine.gov/legis/statutes/10/title10ch221sec0.html,Maine
"Title 12, §1868: Identification of offshore wind energy test areas",https://legislature.maine.gov/legis/statutes/12/title12sec1868.html,Maine
"Title 33, §1423: Use and installation of solar energy devices",https://legislature.maine.gov/legis/statutes/33/title33sec1423.html,Maine
"Title 10, §1415-D: Mandatory standards for commercial construction",https://legislature.maine.gov/legis/statutes/10/title10sec1415-D.html,Maine
"Title 35-A, §10128: Thermal Energy Investment Program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10128-1.html,Maine
"Title 22, §673: Definitions",https://legislature.maine.gov/legis/statutes/22/title22sec673.html,Maine
"Title 10, §104: Prevention of unnecessary radiation",https://legislature.maine.gov/legis/statutes/10/title10sec104.html,Maine
"Title 35-A, §10107: Conflicts of interest; financial disclosure statements",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10107.html,Maine
"Title 14, §6030-C: Residential energy efficiency disclosure statement",https://legislature.maine.gov/legis/statutes/14/title14sec6030-C.html,Maine
"Title 14, Chapter 710: RENTAL PROPERTY",https://legislature.maine.gov/legis/statutes/14/title14ch710sec0.html,Maine
"Title 35-A, §3473: Specific measures to support solar energy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3473.html,Maine
"Title 35-A, Chapter 34-D: SOLAR ENERGY DEVELOPMENT DECOMMISSIONING",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach34-Dsec0.html,Maine
"Title 10, §105: Registration fees",https://legislature.maine.gov/legis/statutes/10/title10sec105.html,Maine
"Title 35, §2309: Area within which domestic electric company may generate and transmit electric energy",https://legislature.maine.gov/legis/statutes/35/title35sec2309.html,Maine
"Title 38, §2132: State goals",https://legislature.maine.gov/legis/statutes/38/title38sec2132.html,Maine
"Title 35-A, §10153: Definitions",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10153.html,Maine
"Title 10, §172: Reporting",https://legislature.maine.gov/legis/statutes/10/title10sec172.html,Maine
"Title 30, Chapter 401: PLANTATIONS",https://legislature.maine.gov/legis/statutes/30/title30ch401sec0.html,Maine
"Title 22, §7863: Reimbursement for residential care facilities; room and board costs",https://legislature.maine.gov/legis/statutes/22/title22sec7863.html,Maine
"Title 10, Chapter 110: FINANCE AUTHORITY OF MAINE",https://legislature.maine.gov/legis/statutes/10/title10ch110sec0.html,Maine
"Title 10, §962: Purpose",https://legislature.maine.gov/legis/statutes/10/title10sec962.html,Maine
"Title 25, §2927: E-9-1-1 funding",https://legislature.maine.gov/legis/statutes/25/title25sec2927.html,Maine
"Title 10, §176: Low-level Waste Siting Fund",https://legislature.maine.gov/legis/statutes/10/title10sec176.html,Maine
"Title 38, §486-A: Hearings; orders; construction suspended",https://legislature.maine.gov/legis/statutes/38/title38sec486-A.html,Maine
"Title 5, §1764-A: Improvement of energy efficiency in state-funded construction",https://legislature.maine.gov/legis/statutes/5/title5sec1764-A.html,Maine
"Title 35-A, §3493: Transfer of ownership",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3493.html,Maine
"Title 35-A, §10205: Commercial PACE assessments; collection; priority",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10205.html,Maine
"Title 35-A, §1906: Contract resale and administration",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1906.html,Maine
"Title 12, §407: Comprehensive river resource management plans",https://legislature.maine.gov/legis/statutes/12/title12sec407.html,Maine
"Title 32, §18104: Exceptions",https://legislature.maine.gov/legis/statutes/32/title32sec18104.html,Maine
"Title 5, §5007: State Energy Resources Advisory Board",https://legislature.maine.gov/legis/statutes/5/title5sec5007.html,Maine
"Title 35-A, §3132-A: Construction of transmission or subtransmission projects prohibited without approval of the commission",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3132-A.html,Maine
"Title 35-A, §3209-E: Net energy billing cost management",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3209-E.html,Maine
"Title 38, §636: Approval criteria",https://legislature.maine.gov/legis/statutes/38/title38sec636.html,Maine
"Title 10, §1415-I: Notice",https://legislature.maine.gov/legis/statutes/10/title10sec1415-I.html,Maine
"Title 35-A, §3771: Organization of generation and transmission cooperatives",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3771.html,Maine
"Title 35-A, §4134: Acquisition of property",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4134.html,Maine
"Title 22, §661: Public policy",https://legislature.maine.gov/legis/statutes/22/title22sec661.html,Maine
"Title 22, §666: Responsibilities of the State Nuclear Safety Inspector",https://legislature.maine.gov/legis/statutes/22/title22sec666.html,Maine
"Title 35-A, §10112: Solar and wind energy rebate program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10112.html,Maine
"Title 10, §963-A: Definitions",https://legislature.maine.gov/legis/statutes/10/title10sec963-A.html,Maine
"Title 36, §4831: Definitions",https://legislature.maine.gov/legis/statutes/36/title36sec4831.html,Maine
"Title 26, §3502: Requirements",https://legislature.maine.gov/legis/statutes/26/title26sec3502.html,Maine
"Title 35-A, §10152: Declaration of public purpose",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10152.html,Maine
"Title 35-A, §4131: Creation of Maine Municipal and Rural Electrification Cooperative Agency",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4131.html,Maine
"Title 38, §1672: Mercury-added lamps",https://legislature.maine.gov/legis/statutes/38/title38sec1672.html,Maine
"Title 10, §9103: Fees",https://legislature.maine.gov/legis/statutes/10/title10sec9103.html,Maine
"Title 35-A, §3210: Renewable resources",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3210.html,Maine
"Title 30-A, §4706: Records confidential",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4706.html,Maine
"Title 5, §12004-I: Advisory boards; boards with minimal authority",https://legislature.maine.gov/legis/statutes/5/title5sec12004-I.html,Maine
"Title 35-A, §3132-D: Nonwires alternatives procurement",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3132-D.html,Maine
"Title 10, §1074-B: Qualified energy conservation bonds",https://legislature.maine.gov/legis/statutes/10/title10sec1074-B.html,Maine
"Title 35-A, §3191: Energy policy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3191.html,Maine
"Title 5, §12004-G: General government",https://legislature.maine.gov/legis/statutes/5/title5sec12004-G.html,Maine
"Title 5, §5009: Restrictions on employee interests",https://legislature.maine.gov/legis/statutes/5/title5sec5009.html,Maine
"Title 35-A, §1911: Reports",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1911.html,Maine
"Title 25, §2448-A: Municipal review of development",https://legislature.maine.gov/legis/statutes/25/title25sec2448-A.html,Maine
"Title 35-A, §10127: School solar energy program",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10127.html,Maine
"Title 35-A, §10008: Energy and Carbon Savings Trust",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10008.html,Maine
"Title 35-A, §3215: Commission authority and responsibility",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3215.html,Maine
"Title 35-A, §3210-G: Renewable portfolio standard procurement",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3210-G.html,Maine
"Title 35-A, Chapter 101: COMMERCIAL PROPERTY ASSESSED CLEAN ENERGY",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach101sec0.html,Maine
"Title 30-A, §5722: Operating expenses",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec5722.html,Maine
"Title 38, §484-D: Compensation fee program for renewable energy development",https://legislature.maine.gov/legis/statutes/38/title38sec484-D.html,Maine
"Title 24-A, §2303-B: Clean fuel vehicle incentive",https://legislature.maine.gov/legis/statutes/24-A/title24-Asec2303-B.html,Maine
"Title 10, §1415-B: Mandatory standards for buildings",https://legislature.maine.gov/legis/statutes/10/title10sec1415-B.html,Maine
"Title 38, §1841: Declaration of policy",https://legislature.maine.gov/legis/statutes/38/title38sec1841.html,Maine
"Title 38, §464: Classification of Maine waters",https://legislature.maine.gov/legis/statutes/38/title38sec464.html,Maine
"Title 38, §577: Climate action plan; update",https://legislature.maine.gov/legis/statutes/38/title38sec577.html,Maine
"Title 35-A, §3156: Certificates of approval",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3156.html,Maine
"Title 32, §18138: Oil energy auditor",https://legislature.maine.gov/legis/statutes/32/title32sec18138.html,Maine
"Title 35-A, §10104: Duties",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10104.html,Maine
"Title 38, §480-HH: General permit for offshore wind energy demonstration project",https://legislature.maine.gov/legis/statutes/38/title38sec480-HH.html,Maine
"Title 35-A, Chapter 97: EFFICIENCY MAINE TRUST ACT",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach97sec0.html,Maine
"Title 5, Chapter 383: ECONOMIC AND COMMUNITY DEVELOPMENT",https://legislature.maine.gov/legis/statutes/5/title5ch383sec0.html,Maine
"Title 35-A, §10117: Energy efficiency of residential properties",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10117.html,Maine
"Title 30-A, §4361: Coordination of state and municipal decision making; renewable ocean energy projects",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4361.html,Maine
"Title 35-A, §10109: Regional Greenhouse Gas Initiative Trust Fund",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10109.html,Maine
"Title 35-A, §1912: Limitation",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1912.html,Maine
"Title 38, §343-I: Smart Tracks for Exceptional Performers and Upward Performers Program",https://legislature.maine.gov/legis/statutes/38/title38sec343-I.html,Maine
"Title 5, §1763: No facility leased without life-cycle costs",https://legislature.maine.gov/legis/statutes/5/title5sec1763.html,Maine
"Title 38, §346: Judicial appeals",https://legislature.maine.gov/legis/statutes/38/title38sec346.html,Maine
"Title 35-A, §4404: Report to Legislature",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec4404.html,Maine
"Title 33, §1424: Limitation",https://legislature.maine.gov/legis/statutes/33/title33sec1424.html,Maine
"Title 38, §480-B: Definitions",https://legislature.maine.gov/legis/statutes/38/title38sec480-B.html,Maine
"Title 32, §8003: Installer certification",https://legislature.maine.gov/legis/statutes/32/title32sec8003.html,Maine
"Title 22, §3110: Authority to share information",https://legislature.maine.gov/legis/statutes/22/title22sec3110.html,Maine
"Title 38, §470-C: Exemptions",https://legislature.maine.gov/legis/statutes/38/title38sec470-C.html,Maine
"Title 35-A, Chapter 19: THE MAINE ENERGY COST REDUCTION ACT",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach19sec0.html,Maine
"Title 5, §5005: Office of Energy Resources",https://legislature.maine.gov/legis/statutes/5/title5sec5005.html,Maine
"Title 10, §1415-A: Energy efficiency standards",https://legislature.maine.gov/legis/statutes/10/title10sec1415-A.html,Maine
"Title 20-A, §10204: Fees",https://legislature.maine.gov/legis/statutes/20-A/title20-Asec10204.html,Maine
"Title 38, §1732: Real and personal property and right of eminent domain",https://legislature.maine.gov/legis/statutes/38/title38sec1732.html,Maine
"Title 38, Chapter 35: PROTECTION OF AGRICULTURAL SOILS FROM SOLAR ENERGY DEVELOPMENTS",https://legislature.maine.gov/legis/statutes/38/title38ch35sec0.html,Maine
"Title 10, §153: Agreements and cooperative arrangements authorized",https://legislature.maine.gov/legis/statutes/10/title10sec153.html,Maine
"Title 35-A, Chapter 31: GENERAL PROVISIONS",https://legislature.maine.gov/legis/statutes/35-A/title35-Ach31sec0.html,Maine
"Title 35-A, §10154: PACE programs",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10154.html,Maine
"Title 32, §8025: Revocation, suspension or nonrenewal of certification",https://legislature.maine.gov/legis/statutes/32/title32sec8025.html,Maine
"Title 35-A, §10108: Liability",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec10108.html,Maine
"Title 38, §2137-A: Food recovery database",https://legislature.maine.gov/legis/statutes/38/title38sec2137-A.html,Maine
"Title 30-A, §5953-F: Recovery zone economic development bonds; qualified energy conservation bonds",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec5953-F.html,Maine
"Title 35-A, §3103: Minimum charge",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3103.html,Maine
"Title 20-A, §10206: Exemptions",https://legislature.maine.gov/legis/statutes/20-A/title20-Asec10206.html,Maine
"Title 30-A, Chapter 201: HOUSING AUTHORITY",https://legislature.maine.gov/legis/statutes/30-A/title30-Ach201sec0.html,Maine
"Title 35-A, §1909: Market power investigation",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1909.html,Maine
"Title 5, §1766-A: Electricity purchases for state buildings",https://legislature.maine.gov/legis/statutes/5/title5sec1766-A.html,Maine
"Title 35-A, §3210-J: Renewable energy procurement; reuse of contaminated lands",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3210-J.html,Maine
"Title 38, §343-H: Clean Government Initiative",https://legislature.maine.gov/legis/statutes/38/title38sec343-H.html,Maine
"Title 10, §102: Coordination of studies and development activities",https://legislature.maine.gov/legis/statutes/10/title10sec102.html,Maine
"Title 35-A, §3205: Marketing; large utilities",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3205.html,Maine
"Title 35, §2328: Purchase and resale of electric energy or capacity by Public Utilities Commission",https://legislature.maine.gov/legis/statutes/35/title35sec2328.html,Maine
"Title 35-A, §3172: Policy",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3172.html,Maine
"Title 5, §13058: Duties and responsibilities of commissioner",https://legislature.maine.gov/legis/statutes/5/title5sec13058.html,Maine
"Title 35-A, §3484: Procurement methods",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3484.html,Maine
"Title 10, §1043: Certificates of approval",https://legislature.maine.gov/legis/statutes/10/title10sec1043.html,Maine
"Title 22, §1315-A: Authority of the department",https://legislature.maine.gov/legis/statutes/22/title22sec1315-A.html,Maine
"Title 10, §1041: General powers",https://legislature.maine.gov/legis/statutes/10/title10sec1041.html,Maine
"Title 35-A, §3485: Commercial or institutional distributed generation resources procurement",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3485.html,Maine
"Title 11, §9-1102: Definitions and index of definitions",https://legislature.maine.gov/legis/statutes/11/title11sec9-1102.html,Maine
"Title 5, Chapter 338: ENERGY RESOURCES",https://legislature.maine.gov/legis/statutes/5/title5ch338sec0.html,Maine
"Title 12, §1863-A: Renewable Ocean Energy Trust",https://legislature.maine.gov/legis/statutes/12/title12sec1863-A.html,Maine
"Title 35-A, §1910: Rulemaking",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec1910.html,Maine
"Title 35-A, §3908: Powers of district",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3908.html,Maine
"Title 35-A, §3406: Offshore Wind Research Consortium; fund established",https://legislature.maine.gov/legis/statutes/35-A/title35-Asec3406.html,Maine
"Title 30-A, §4726: Housing design standards and sustainability requirements",https://legislature.maine.gov/legis/statutes/30-A/title30-Asec4726.html,Maine
"Title 10, §52: Definitions",https://legislature.maine.gov/legis/statutes/10/title10sec52.html,Maine
